     0.2000000030     1.0559265137     1.0575051779     1.0570341677     1.0571887540
     0.4000000060     1.0603662524     1.0618561082     1.0616555739     1.0614894113
     0.6000000089     1.0689951415     1.0701358261     1.0701841481     1.0701520312
     0.8000000119     1.0811891832     1.0818946505     1.0822525234     1.0824468193
     1.0000000149     1.0954044053     1.0960670572     1.0963910113     1.0967222383
     1.2000000179     1.1108508472     1.1114497836     1.1120634431     1.1119195608
     1.4000000209     1.1263575472     1.1264032124     1.1277714951     1.1270429224
     1.6000000238     1.1424297098     1.1424213297     1.1443815963     1.1427337664
     1.8000000268     1.1586894415     1.1588581337     1.1602474770     1.1594391004
     2.0000000298     1.1745138336     1.1741534328     1.1765261544     1.1747184774
     2.2000000328     1.1893493529     1.1893102173     1.1914434695     1.1895469442
     2.4000000358     1.2037455647     1.2036620739     1.2056724842     1.2038629686
     2.6000000387     1.2167050160     1.2168565579     1.2186080012     1.2176023915
     2.8000000417     1.2284473030     1.2282721703     1.2305874709     1.2285955799
     3.0000000447     1.2383041511     1.2390324789     1.2401073627     1.2390604855
     3.2000000477     1.2463267509     1.2466362851     1.2486138597     1.2460815361
     3.4000000507     1.2524852730     1.2527604786     1.2556217308     1.2518463043
     3.6000000536     1.2565239192     1.2572576028     1.2585225145     1.2567430593
     3.8000000566     1.2575749693     1.2585654981     1.2594035792     1.2575982705
     4.0000000596     1.2547813133     1.2565347248     1.2556297604     1.2559887300
     4.2000000626     1.2491501283     1.2506338119     1.2501586597     1.2500804088
     4.4000000656     1.2399462139     1.2422567964     1.2409978515     1.2413442079
     4.6000000685     1.2291743846     1.2318527453     1.2314320476     1.2310251956
     4.8000000715     1.2170636004     1.2197138489     1.2191307919     1.2185510870
     5.0000000745     1.2041384804     1.2073487798     1.2063102427     1.2060808894
     5.2000000775     1.1899421881     1.1941047288     1.1918021984     1.1923206401
     5.4000000805     1.1782191265     1.1824455331     1.1809818049     1.1801510527
     5.6000000834     1.1681848541     1.1724742889     1.1706306704     1.1704650292
     5.8000000864     1.1601548915     1.1644745573     1.1629238595     1.1618633490
     6.0000000894     1.1532674987     1.1578989888     1.1559037951     1.1551416096
     6.2000000924     1.1478149707     1.1531109626     1.1509503869     1.1503831690
     6.4000000954     1.1437696803     1.1494184601     1.1470058779     1.1466408174
     6.6000000983     1.1404383838     1.1459642668     1.1442056823     1.1430025352
     6.8000001013     1.1372365208     1.1435120991     1.1412964072     1.1405714778
     7.0000001043     1.1350338001     1.1413768254     1.1392603525     1.1383149452
     7.2000001073     1.1335623479     1.1405757140     1.1383666618     1.1372187433
     7.4000001103     1.1318454257     1.1395470052     1.1363593981     1.1359908647
     7.6000001132     1.1302803751     1.1386093097     1.1348584597     1.1351394095
     7.8000001162     1.1289092689     1.1372896333     1.1338333065     1.1335947295
     8.0000001192     1.1281688552     1.1374285650     1.1332274439     1.1334263152
     8.2000001222     1.1277587404     1.1375240681     1.1331025930     1.1334854409
     8.4000001252     1.1276212781     1.1377596987     1.1335212237     1.1331660238
     8.6000001281     1.1268645110     1.1375995779     1.1329209333     1.1325989676
     8.8000001311     1.1261298246     1.1376515712     1.1331751694     1.1324814722
     9.0000001341     1.1260373338     1.1381841983     1.1330470461     1.1330622739
     9.2000001371     1.1256797019     1.1382924724     1.1329233981     1.1331140037
     9.4000001401     1.1256327818     1.1383122840     1.1331785296     1.1331023669
     9.6000001431     1.1254904323     1.1390513219     1.1329473737     1.1333802187
     9.8000001460     1.1257953397     1.1404332504     1.1334696441     1.1344530293
    10.0000001490     1.1261943574     1.1416767571     1.1347028964     1.1353683654
