     0.2000000030     1.1764489549     1.1837430578     1.1810645302     1.1790422196
     0.4000000060     1.1761994044     1.1835865794     1.1798907006     1.1791515238
     0.6000000089     1.1775050043     1.1849826225     1.1814796658     1.1803836953
     0.8000000119     1.1793176491     1.1864922254     1.1845775417     1.1817901677
     1.0000000149     1.1817193110     1.1890198365     1.1867382965     1.1841906144
     1.2000000179     1.1845826508     1.1920676169     1.1895825134     1.1864733231
     1.4000000209     1.1873735282     1.1949147959     1.1922022556     1.1897578045
     1.6000000238     1.1914654026     1.1990361740     1.1960650964     1.1947042215
     1.8000000268     1.1963622180     1.2053118986     1.2009361475     1.2000530805
     2.0000000298     1.2004464621     1.2083305876     1.2057187390     1.2031457824
     2.2000000328     1.2057919584     1.2135911751     1.2100304680     1.2081778933
     2.4000000358     1.2113286337     1.2199240749     1.2157023844     1.2141021324
     2.6000000387     1.2174167804     1.2270783263     1.2217026993     1.2208882901
     2.8000000417     1.2230990566     1.2335762399     1.2265792466     1.2267260017
     3.0000000447     1.2290896328     1.2393313803     1.2330024783     1.2320838060
     3.2000000477     1.2356211944     1.2455720186     1.2396534558     1.2380749211
     3.4000000507     1.2419646609     1.2520556348     1.2459813694     1.2448242254
     3.6000000536     1.2480214544     1.2579289455     1.2517131790     1.2507084940
     3.8000000566     1.2553449446     1.2658158634     1.2585374954     1.2581084210
     4.0000000596     1.2618011736     1.2730024411     1.2645477784     1.2656481323
     4.2000000626     1.2691479249     1.2797113336     1.2717977515     1.2717225742
     4.4000000656     1.2754667786     1.2866679034     1.2780872154     1.2783104644
     4.6000000685     1.2821874262     1.2937659610     1.2844304484     1.2849383528
     4.8000000715     1.2893903979     1.3013503329     1.2917613182     1.2919281921
     5.0000000745     1.2964624945     1.3084798770     1.2994797146     1.2986118502
     5.2000000775     1.3031007846     1.3150379333     1.3062593381     1.3048965352
     5.4000000805     1.3093602693     1.3219009110     1.3125075903     1.3117909049
     5.6000000834     1.3152761638     1.3284744879     1.3176927647     1.3183063602
     5.8000000864     1.3230726830     1.3360802446     1.3255475235     1.3264470432
     6.0000000894     1.3293513829     1.3425775657     1.3322281095     1.3325077461
     6.2000000924     1.3358683469     1.3493741543     1.3397266152     1.3389065814
     6.4000000954     1.3432744910     1.3569710161     1.3465841255     1.3455755468
     6.6000000983     1.3494177116     1.3626599690     1.3530978667     1.3504927126
     6.8000001013     1.3560164717     1.3702415697     1.3584192940     1.3566250078
     7.0000001043     1.3624148853     1.3778811148     1.3640455263     1.3647325879
     7.2000001073     1.3693224379     1.3853093824     1.3698565190     1.3719359027
     7.4000001103     1.3755551096     1.3908864001     1.3772726629     1.3772244188
     7.6000001132     1.3825538633     1.3984526171     1.3840215667     1.3837646226
     7.8000001162     1.3883959427     1.4050060656     1.3903704823     1.3898481134
     8.0000001192     1.3957014146     1.4130784172     1.3969492997     1.3975770283
     8.2000001222     1.4024053942     1.4192228402     1.4045839186     1.4028106952
     8.4000001252     1.4080461176     1.4267236202     1.4087724789     1.4094417551
     8.6000001281     1.4149798236     1.4331379855     1.4149782655     1.4165377743
     8.8000001311     1.4220679492     1.4410572639     1.4232506294     1.4228340562
     9.0000001341     1.4294214624     1.4491638776     1.4301331412     1.4318494232
     9.2000001371     1.4366079152     1.4572343111     1.4374352447     1.4386614656
     9.4000001401     1.4449990152     1.4656321180     1.4458666467     1.4454107633
     9.6000001431     1.4533028199     1.4746810985     1.4548138123     1.4537759863
     9.8000001460     1.4605043056     1.4816927835     1.4610789811     1.4610083396
    10.0000001490     1.4673627761     1.4898715362     1.4682012892     1.4687874803
    10.2000001520     1.4758690702     1.4997179886     1.4759907202     1.4767256503
    10.4000001550     1.4845384459     1.5084240352     1.4844584256     1.4849053685
    10.6000001580     1.4929802208     1.5176889511     1.4925847703     1.4932806052
    10.8000001609     1.5025365912     1.5278017764     1.5020078470     1.5025186581
    11.0000001639     1.5111344424     1.5372007033     1.5098857029     1.5104614572
    11.2000001669     1.5201858712     1.5475657930     1.5199701261     1.5198719704
    11.4000001699     1.5282148992     1.5569285960     1.5275336881     1.5273210230
    11.6000001729     1.5381981119     1.5670960373     1.5371054588     1.5364176878
    11.8000001758     1.5491191912     1.5786860871     1.5480427938     1.5472592204
    12.0000001788     1.5597451260     1.5899303349     1.5576213817     1.5566908994
    12.2000001818     1.5715630404     1.6033400075     1.5706550513     1.5688655957
    12.4000001848     1.5825554061     1.6152914518     1.5806041921     1.5791042004
    12.6000001878     1.5955050765     1.6290520923     1.5923061789     1.5927436899
    12.8000001907     1.6079912109     1.6399950905     1.6047520584     1.6026629665
    13.0000001937     1.6219839111     1.6540039150     1.6191908978     1.6153602411
    13.2000001967     1.6380654741     1.6713343842     1.6339948422     1.6313059215
    13.4000001997     1.6541261423     1.6898689838     1.6482256583     1.6495927836
    13.6000002027     1.6693370986     1.7071286662     1.6629357301     1.6636852319
    13.8000002056     1.6876230832     1.7262942888     1.6828908107     1.6824147159
    14.0000002086     1.7052144113     1.7447741057     1.6974199555     1.6978596134
    14.2000002116     1.7258433907     1.7662888361     1.7169349405     1.7170037616
    14.4000002146     1.7483702859     1.7911927031     1.7358329462     1.7402027883
    14.6000002176     1.7703911046     1.8135938982     1.7577503460     1.7605557325
    14.8000002205     1.7932594951     1.8359801085     1.7829403644     1.7815281509
    15.0000002235     1.8169726136     1.8629830787     1.8047463717     1.8056446481
